year,office,district,name,party,incumbent,dp_win,dr_win,rp_win,rr_win,g_win
2016,State Rep 47,47,McKinlay,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 48,48,Howard,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 48,48,Easton,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 49,49,Perkins,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 50,50,Israel,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 50,50,Ruiz,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 51,51,Rodriguez,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 51,51,Gruene,G,N,NA,NA,NA,NA,FALSE
2016,State Rep 52,52,Gonzales,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 52,52,Knetsar,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 53,53,Murr,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 53,53,Ertel,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 53,53,Holk,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 56,56,Anderson,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 56,56,Deuvall,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 65,65,Mendoza,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 66,66,Shaheen,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 66,66,Nelson,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 66,66,Jones,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 67,67,Leach,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 67,67,Coleman,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 67,67,Brewer,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 70,70,Sanford,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 70,70,Bryant,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 70,70,Wester,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 70,70,Merwin,G,N,NA,NA,NA,NA,FALSE
2016,State Rep 71,71,LoPachin,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 78,78,Moody,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 78,78,Lane,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 85,85,Stephenson,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 85,85,Davis,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 89,89,Hamilton,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 89,89,Worthington,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 92,92,Leach,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 92,92,Sees,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 92,92,Christal,G,N,NA,NA,NA,NA,FALSE
2016,State Rep 93,93,Krause,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 93,93,Bean,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 94,94,Pallett,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 95,95,Collier,D,Y,NA,NA,NA,NA,TRUE
2016,State Rep 95,95,McDaniel,R,N,NA,NA,NA,NA,FALSE
2016,State Rep 96,96,Lee,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 97,97,Goldman,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 97,97,Wentworth,L,N,NA,NA,NA,NA,FALSE
2016,State Rep 98,98,Capriglione,R,Y,NA,NA,NA,NA,TRUE
2016,State Rep 98,98,Chibli,D,N,NA,NA,NA,NA,FALSE
2016,State Rep 99,99,Hawkins,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 10,10,Wray,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 10,10,Emery,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 10,10,Savino,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 101,101,Turner,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 101,101,Allen,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 102,102,Ramos,D,N,NA,NA,NA,NA,TRUE
2018,State Rep 103,103,Anchia,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 103,103,Fortenberry,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 107,107,Neave,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 108,108,Meyer,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 11,11,Johnson,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 112,112,Chen Button,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 112,112,Chambers,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 114,114,Turner,D,N,NA,NA,NA,NA,TRUE
2018,State Rep 115,115,Rinaldi,R,Y,NA,NA,NA,NA,FALSE
2018,State Rep 116,116,Padron,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 118,118,Lujan,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 12,12,Kacal,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 120,120,Gervin-Hawkins,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 120,120,Payne,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 121,121,Montoya,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 121,121,Olfers,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 122,122,Barnett,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 124,124,Arredondo,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 125,125,Rodriguez,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 125,125,Pina,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 127,127,Woods,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 129,129,Paul,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 129,129,Karjeker,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 129,129,Majsterski,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 13,13,Webster,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 130,130,Oliverson,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 130,130,Infortunio,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 130,130,Eriksen,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 131,131,Allen,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 131,131,Ali,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 132,132,Schofield,R,Y,NA,NA,NA,NA,FALSE
2018,State Rep 132,132,Arevalo,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 133,133,Murphy,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 135,135,Rosenthal,D,N,NA,NA,NA,NA,TRUE
2018,State Rep 135,135,Elkins,R,Y,NA,NA,NA,NA,FALSE
2018,State Rep 135,135,Bilyeu,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 136,136,Bucy,D,N,NA,NA,NA,NA,TRUE
2018,State Rep 136,136,Dale,R,Y,NA,NA,NA,NA,FALSE
2018,State Rep 136,136,Parks,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 137,137,Wu,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 137,137,Sharp,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 138,138,Bohac,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 138,138,Walker,W,N,NA,NA,NA,NA,FALSE
2018,State Rep 139,139,Trojacek,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 144,144,Perez,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 145,145,Alvarado,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 145,145,Hunt,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 146,146,Campbell,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 147,147,Wang,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 148,148,Farrar,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 148,148,McConnico,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 149,149,Vo,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 149,149,Close,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 15,15,Perez McGill,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 150,150,Kelly,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 16,16,Metcalf,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 16,16,Midler,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 17,17,Cyrier,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 17,17,Ryan,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 18,18,Lemond,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 19,19,White,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 19,19,Williams,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 2,2,Brannon,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 20,20,Wilson,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 20,20,Wyman,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 23,23,Jamrok,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 23,23,Johnson,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 24,24,Bonnen,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 24,24,Phelps,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 24,24,Illyes,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 26,26,Miller,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 26,26,DeMerchant,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 28,28,Zerwas,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 29,29,Thompson,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 3,3,Bell,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 3,3,Seger,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 30,30,Morrison,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 30,30,Hayter,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 33,33,Holland,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 33,33,Gunn,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 34,34,Herrero,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 34,34,Hale,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 4,4,Williams,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 4,4,Miller,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 41,41,Garza DeShazo,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 42,42,Raymond,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 42,42,De La Garza,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 43,43,Lozano,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 43,43,Miller,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 44,44,Kuempel,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 44,44,Rodgers,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 46,46,Nila,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 46,46,Ludlow,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 49,49,Hinojosa,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 49,49,Austin,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 5,5,Hefner,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 5,5,Liebbe,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 52,52,Talarico,D,N,NA,NA,NA,NA,TRUE
2018,State Rep 53,53,Murr,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 54,54,Richerson,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 54,54,Walden,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 56,56,Anderson,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 56,56,Turner-Pearson,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 57,57,Ashby,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 57,57,Rogers,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 6,6,Katz,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 62,62,Hefner,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 62,62,Schaab,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 63,63,Parker,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 64,64,Dietrich,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 65,65,Beckley,D,N,NA,NA,NA,NA,TRUE
2018,State Rep 66,66,Shaheen,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 66,66,Hirsch,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 67,67,Leach,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 67,67,Depew,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 70,70,Sanford,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 70,70,Luton,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 71,71,Lambert,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 71,71,Hatton,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 73,73,Phillips,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 78,78,Moody,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 78,78,Lane,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 8,8,Ratcliff,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 81,81,Landgraf,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 81,81,Gamboa,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 82,82,Craddick,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 82,82,Bounds,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 83,83,Burrows,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 83,83,Landry,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 84,84,Frullo,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 85,85,Stephenson,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 85,85,Cantu,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 86,86,Smithee,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 86,86,Purcell,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 88,88,Barron,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 89,89,Ash,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 91,91,Klick,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 91,91,Sims,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 92,92,Stickland,R,Y,NA,NA,NA,NA,FALSE
2018,State Rep 92,92,Riddell,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 92,92,Espinoza,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 93,93,Krause,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 94,94,Tinderholt,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 94,94,Jones,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 94,94,Pallett,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 95,95,Collier,D,Y,NA,NA,NA,NA,TRUE
2018,State Rep 95,95,West,R,N,NA,NA,NA,NA,FALSE
2018,State Rep 95,95,Burns,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 96,96,Zedler,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 96,96,Ray,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 96,96,Parmer,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 97,97,Goldman,R,Y,NA,NA,NA,NA,TRUE
2018,State Rep 97,97,McLaughlin,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 97,97,Wingo,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 98,98,Ringo,D,N,NA,NA,NA,NA,FALSE
2018,State Rep 98,98,Moore,L,N,NA,NA,NA,NA,FALSE
2018,State Rep 99,99,Stackhouse,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 10,10,Savino,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 102,102,Ramos,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 103,103,Anchia,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 105,105,Meza,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 105,105,Hernandez,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 105,105,Bolton,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 106,106,Skidonenko,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 107,107,Neave,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 107,107,Smith,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 108,108,Meyer,R,Y,NA,NA,NA,NA,FALSE
2020,State Rep 108,108,Rankin,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 109,109,Allen,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 11,11,Clardy,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 11,11,Johnson,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 112,112,Button,R,Y,NA,NA,NA,NA,FALSE
2020,State Rep 112,112,Chambers,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 112,112,Newsom,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 113,113,Bowers,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 113,113,Douglas,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 114,114,Turner,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 114,114,Del Rosal,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 115,115,Johnson,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 115,115,Brownlee,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 117,117,Cortez,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 117,117,Raymond,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 117,117,Quinones,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 118,118,Pacheco,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 118,118,Salyer,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 118,118,Velasquez,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 119,119,Garza,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 119,119,Thomas,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 119,119,Padron,G,N,NA,NA,NA,NA,FALSE
2020,State Rep 120,120,Gervin-Hawkins,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 120,120,Huckabay,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 121,121,Allison,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 122,122,Larson,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 122,122,Barnett,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 125,125,Lopez,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 125,125,Valdivia,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 126,126,Harless,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 127,127,Antoniou,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 129,129,Alix,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 130,130,Oliverson,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 130,130,Henry,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 132,132,Calanni,D,Y,NA,NA,NA,NA,FALSE
2020,State Rep 132,132,Benton,W,N,NA,NA,NA,NA,FALSE
2020,State Rep 133,133,Murphy,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 133,133,Moore,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 133,133,Harren,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 134,134,Davis,R,Y,NA,NA,NA,NA,FALSE
2020,State Rep 135,135,Rosenthal,D,Y,NA,NA,NA,NA,FALSE
2020,State Rep 135,135,Bilyeu,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 136,136,Bucy,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 136,136,Guevara,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 136,136,Elliott,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 137,137,Wu,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 137,137,Sharp,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 139,139,Trojacek,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 14,14,Raney,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 142,142,Rowe,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 144,144,Perez,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 144,144,Salas,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 145,145,Morales,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 145,145,Fierro,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 145,145,Howell,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 146,146,Campbell,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 148,148,LaRotta,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 149,149,Vo,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 149,149,Truong,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 15,15,Toth,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 15,15,Perez McGill,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 150,150,Swanson,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 150,150,Walsh,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 150,150,Herrera,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 17,17,Cyrier,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 17,17,Eden,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 2,2,Brannon,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 20,20,Wilson,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 20,20,Tiedt,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 22,22,Deshotel,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 22,22,Randle,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 23,23,Middleton,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 23,23,Antonelli,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 24,24,Bonnen,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 24,24,Rogers,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 24,24,Illyes,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 25,25,Henry,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 28,28,Markowitz,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 29,29,Thompson,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 29,29,Boldt,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 3,3,Bell,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 3,3,Shupp,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 31,31,Guillen,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 31,31,Knowlton,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 32,32,Hunter,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 32,32,Holguin,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 33,33,Holland,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 33,33,Rose,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 34,34,Herrero,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 34,34,Hernandez,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 4,4,Bell,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 4,4,Sprabary,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 41,41,Guerra,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 44,44,Kuempel,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 44,44,Bohmfalk,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 44,44,Mardock,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 47,47,Goodwin,D,Y,NA,NA,NA,NA,FALSE
2020,State Rep 47,47,Clark,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 48,48,Howard,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 48,48,Strieber,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 49,49,Hinojosa,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 49,49,Moore,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 5,5,Hefner,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 5,5,Prince,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 50,50,Israel,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 50,50,Delarose,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 51,51,Reynolds,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 52,52,Talarico,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 52,52,Valdez,R,N,NA,NA,NA,NA,FALSE
2020,State Rep 53,53,Murr,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 53,53,Herrera,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 54,54,Buckley,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 54,54,Williams,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 56,56,Anderson,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 56,56,Turner-Pearson,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 57,57,Ashby,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 57,57,Rogers,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 58,58,Burns,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 58,58,Rocha,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 6,6,Schaefer,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 6,6,Gobble,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 61,61,King,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 61,61,Cox,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 61,61,Stephenson,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 62,62,Smith,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 62,62,Thomas,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 63,63,Parker,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 63,63,Peeler,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 64,64,Stucky,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 64,64,Brewer,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 66,66,Shaheen,R,Y,NA,NA,NA,NA,FALSE
2020,State Rep 66,66,Jones,L,N,NA,NA,NA,NA,FALSE
2020,State Rep 67,67,Leach,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 68,68,Springer,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 68,68,Ledbetter,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 70,70,Sanford,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 70,70,Bado,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 71,71,Lambert,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 71,71,Hatton,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 73,73,Biedermann,R,Y,NA,NA,NA,NA,TRUE
2020,State Rep 73,73,Phillips,D,N,NA,NA,NA,NA,FALSE
2020,State Rep 78,78,Moody,D,Y,NA,NA,NA,NA,TRUE
2020,State Rep 78,78,Lane,R,N,NA,NA,NA,NA,FALSE
