year,election,district,winner,winner_party,winner_inc,winner_pct,runner_up,runner_up_party,runner_up_inc,runner_up_pct,winning_margin,flg_5,flg_10
2014,General,150,Riddle,R,Y,73.15,Perez,D,N,26.85,46.3,FALSE,FALSE
2014,Republican Primary,1,VanDeaver,R,N,54.35,Lavender,R,Y,45.65,8.7,FALSE,TRUE
2014,Republican Primary,4,Spitzer,R,N,51.04,Gooden,R,Y,48.96,2.08,TRUE,TRUE
2014,Republican Primary,6,Schaefer,R,Y,61.09,Ogle,R,N,38.91,22.18,FALSE,FALSE
2014,Republican Primary,8,Cook,R,Y,58.62,Vickery,R,N,35.03,23.59,FALSE,FALSE
2014,Republican Primary,10,Fabby,R,N,38.09,Wray,R,N,35.82,2.27,TRUE,TRUE
2014,Republican Primary,11,Clardy,R,Y,83.99,Sevilla,R,N,16.01,67.98,FALSE,FALSE
2014,Republican Primary,12,Kacal,R,Y,76.29,Delasandro,R,N,23.71,52.58,FALSE,FALSE
2014,Republican Primary,15,Keough,R,N,57.39,Tough,R,N,42.61,14.78,FALSE,FALSE
2014,Republican Primary,16,Seago,R,N,43.61,Metcalf,R,N,41.84,1.77,TRUE,TRUE
2014,Republican Primary,18,Otto,R,Y,61.83,Holcomb,R,N,38.17,23.66,FALSE,FALSE
2014,Republican Primary,21,Phelan,R,N,59.9,Nichols,R,N,40.1,19.8,FALSE,FALSE
2014,Republican Primary,23,Faircloth,R,N,66.02,Senter,R,N,33.98,32.04,FALSE,FALSE
2014,Republican Primary,53,Murr,R,N,41.13,Henneke,R,N,28.97,12.16,FALSE,FALSE
2014,Republican Primary,55,White,R,N,53.73,Sheffield,R,Y,46.27,7.46,FALSE,TRUE
2014,Republican Primary,58,Eby,R,N,40.14,Burns,R,N,30.39,9.75,FALSE,TRUE
2014,Republican Primary,59,Sheffield,R,Y,60.88,Pelton,R,N,31.16,29.72,FALSE,FALSE
2014,Republican Primary,60,Keffer,R,Y,56.3,Crisp,R,N,43.7,12.6,FALSE,FALSE
2014,Republican Primary,64,Crownover,R,Y,54.97,King,R,N,45.03,9.94,FALSE,TRUE
2014,Republican Primary,66,Shaheen,R,N,48.83,Callison,R,N,40.04,8.79,FALSE,TRUE
2014,Republican Primary,71,King,R,Y,67.29,Castro,R,N,32.71,34.58,FALSE,FALSE
2014,Republican Primary,72,Darby,R,Y,79.45,Thomason,R,N,20.55,58.9,FALSE,FALSE
2014,Republican Primary,81,Landgraf,R,N,58.6,Keith,R,N,41.4,17.2,FALSE,FALSE
2014,Republican Primary,83,Perry,R,Y,73.02,Massengale,R,N,26.98,46.04,FALSE,FALSE
2014,Republican Primary,92,Stickland,R,Y,64.99,Cargile,R,N,35.01,29.98,FALSE,FALSE
2014,Republican Primary,94,Tinderholt,R,N,55.45,Patrick,R,Y,44.55,10.9,FALSE,FALSE
2014,Republican Primary,102,Koop,R,N,34.74,Carter,R,Y,33.15,1.59,TRUE,TRUE
2014,Republican Primary,105,Anderson,R,N,52.73,Harper-Brown,R,Y,47.27,5.46,FALSE,TRUE
2014,Republican Primary,108,Meyer,R,N,47.14,Westcott,R,N,30.18,16.96,FALSE,FALSE
2014,Republican Primary,112,Chen Button,R,Y,54.03,Patterson,R,N,45.97,8.06,FALSE,TRUE
2014,Republican Primary,115,Rinaldi,R,N,50.56,Ratliff,R,Y,49.44,1.12,TRUE,TRUE
2014,Republican Primary,117,Galindo,R,N,64.62,Garza,R,N,35.38,29.24,FALSE,FALSE
2014,Republican Primary,121,Straus,R,Y,61.22,Beebe,R,N,38.78,22.44,FALSE,FALSE
2014,Republican Primary,129,Berg,R,N,25.58,Paul,R,N,25.13,0.45,TRUE,TRUE
2014,Republican Primary,132,Schofield,R,N,44.62,Hodge,R,N,19.48,25.14,FALSE,FALSE
2014,Republican Primary,134,Davis,R,Y,70.93,Parker,R,N,29.07,41.86,FALSE,FALSE
2014,Republican Primary,149,Hoang,R,N,56.53,Ho,R,N,43.47,13.06,FALSE,FALSE
2014,Republican Primary,150,Riddle,R,Y,74.93,Noun,R,N,25.07,49.86,FALSE,FALSE
2014,Republican Runoff,10,Wray,R,N,52.93,Fabby,R,N,47.07,5.86,FALSE,TRUE
2014,Republican Runoff,16,Metcalf,R,N,62.07,Seago,R,N,37.93,24.14,FALSE,FALSE
2014,Republican Runoff,53,Murr,R,N,61.3,Henneke,R,N,38.7,22.6,FALSE,FALSE
2014,Republican Runoff,58,Burns,R,N,53.41,Eby,R,N,46.59,6.82,FALSE,TRUE
2014,Republican Runoff,66,Shaheen,R,N,54.27,Callison,R,N,45.73,8.54,FALSE,TRUE
2014,Republican Runoff,102,Koop,R,N,59.82,Carter,R,Y,40.18,19.64,FALSE,FALSE
2014,Republican Runoff,108,Meyer,R,N,74.45,Westcott,R,N,25.55,48.9,FALSE,FALSE
2014,Republican Runoff,129,Paul,R,N,52.35,Berg,R,N,47.65,4.7,TRUE,TRUE
2014,Republican Runoff,132,Schofield,R,N,67.58,Hodge,R,N,32.42,35.16,FALSE,FALSE
2015,House Dist 123,123,Bernal,D,N,47.46,Previtera,R,N,21.28,26.18,FALSE,FALSE
2015,House Dist 123 (2nd),123,Bernal,D,N,63.67,Previtera,R,N,36.33,27.34,FALSE,FALSE
2015,House Dist 124,124,Minjarez,D,N,42.22,Herrera,D,N,28.3,13.92,FALSE,FALSE
2015,House Dist 124 (2nd),124,Minjarez,D,N,54.98,Herrera,D,N,45.02,9.96,FALSE,TRUE
2015,House Dist 13,13,Cerny Bilski,R,N,43.46,Schubert,R,N,32.79,10.67,FALSE,FALSE
2015,House Dist 13 (2nd),13,Schubert,R,N,57.14,Cerny Bilski,R,N,42.86,14.28,FALSE,FALSE
2015,House Dist 17,17,Cyrier,R,N,46.13,Golemon,R,N,24.47,21.66,FALSE,FALSE
2015,House Dist 17 (2nd),17,Cyrier,R,N,52.06,Golemon,R,N,47.94,4.12,TRUE,TRUE
2015,House District 118,118,Lujan,R,N,29.23,Uresti,D,N,21.72,7.51,FALSE,TRUE
2016,Democratic Primary,27,Reynolds,D,Y,48.46,Bartholomew,D,N,24.12,24.34,FALSE,FALSE
2016,Democratic Primary,33,Jacobs,D,N,74.67,Padgett,D,N,25.33,49.34,FALSE,FALSE
2016,Democratic Primary,36,Munoz,D,Y,60.07,Padron,D,N,39.93,20.14,FALSE,FALSE
2016,Democratic Primary,37,Oliveira,D,Y,67.94,De Leon,D,N,32.06,35.88,FALSE,FALSE
2016,Democratic Primary,49,Hinojosa,D,N,56.96,Way,D,N,18.74,38.22,FALSE,FALSE
2016,Democratic Primary,54,Blankenship,D,N,71.48,Carter,D,N,28.52,42.96,FALSE,FALSE
2016,Democratic Primary,64,Flanagan,D,N,51.88,Greco,D,N,48.12,3.76,TRUE,TRUE
2016,Democratic Primary,75,Gonzalez,D,Y,57.92,Quintanilla,D,N,42.08,15.84,FALSE,FALSE
2016,Democratic Primary,77,Ortega,D,N,69.21,Lopez,D,N,30.79,38.42,FALSE,FALSE
2016,Democratic Primary,97,Tarrant,D,N,78.03,McKernon,D,N,21.97,56.06,FALSE,FALSE
2016,Democratic Primary,110,Rose,D,Y,63.69,Crenshaw,D,N,36.31,27.38,FALSE,FALSE
2016,Democratic Primary,116,Arevalo,D,N,53,Golando,D,N,28.94,24.06,FALSE,FALSE
2016,Democratic Primary,118,Uresti,D,N,59.17,Farias,D,N,40.83,18.34,FALSE,FALSE
2016,Democratic Primary,120,Miller,D,N,26.61,Gervin-Hawkins,D,N,26.31,0.3,TRUE,TRUE
2016,Democratic Primary,124,Minjarez,D,Y,71.47,Contreras,D,N,28.53,42.94,FALSE,FALSE
2016,Democratic Primary,126,Dawson-Thomas,D,N,60.74,Hernandez,D,N,39.26,21.48,FALSE,FALSE
2016,Democratic Primary,131,Allen,D,Y,89.65,Shike,D,N,10.35,79.3,FALSE,FALSE
2016,Democratic Primary,137,Wu,D,Y,64.73,Pollard,D,N,35.27,29.46,FALSE,FALSE
2016,Democratic Primary,139,Willis,D,N,32.14,Johnson,D,N,28.56,3.58,TRUE,TRUE
2016,Democratic Primary,144,Perez,D,N,53.32,Wheeler,D,N,35.77,17.55,FALSE,FALSE
2016,Democratic Primary,148,Farrar,D,Y,88.12,Wilson,D,N,11.88,76.24,FALSE,FALSE
2016,Democratic Primary,149,Vo,D,Y,64.87,Smith,D,N,35.13,29.74,FALSE,FALSE
2016,Democratic Runoff,27,Reynolds,D,N,52.89,Bartholomew,D,N,47.11,5.78,FALSE,TRUE
2016,Democratic Runoff,120,Gervin-Hawkins,D,N,55.83,Salas,D,N,44.17,11.66,FALSE,FALSE
2016,Democratic Runoff,139,Johnson,D,N,52.95,Willis,D,N,47.05,5.9,FALSE,TRUE
2016,General,10,Wray,R,Y,86.94,Richter,L,N,13.06,73.88,FALSE,FALSE
2016,General,11,Clardy,R,Y,74.85,Wright,D,N,25.15,49.7,FALSE,FALSE
2016,General,13,Schubert,R,Y,78.63,Webster,D,N,21.37,57.26,FALSE,FALSE
2016,General,18,Bailes,R,N,88.01,Nagel,L,N,11.99,76.02,FALSE,FALSE
2016,General,23,Faircloth,R,Y,58.87,Criss,D,N,41.13,17.74,FALSE,FALSE
2016,General,26,Miller,R,Y,57.86,DeMerchant,D,N,42.14,15.72,FALSE,FALSE
2016,General,27,Reynolds,D,Y,67.98,Bryant,R,N,32.02,35.96,FALSE,FALSE
2016,General,29,Thompson,R,Y,61.07,Floyd,D,N,38.93,22.14,FALSE,FALSE
2016,General,33,Holland,R,N,67.79,Jacobs,D,N,28.89,38.9,FALSE,FALSE
2016,General,40,Canales,D,Y,73.78,De Leon,R,N,26.22,47.56,FALSE,FALSE
2016,General,41,Guerra,D,Y,56.78,Garza DeShazo,R,N,43.22,13.56,FALSE,FALSE
2016,General,43,Lozano,R,Y,61.13,Garcia-Utley,D,N,38.87,22.26,FALSE,FALSE
2016,General,44,Kuempel,R,Y,72.57,Bohmfalk,D,N,27.43,45.14,FALSE,FALSE
2016,General,46,Dukes,D,Y,70.29,Nila,R,N,19.16,51.13,FALSE,FALSE
2016,General,47,Workman,R,Y,53.58,Jordan,D,N,41.69,11.89,FALSE,FALSE
2016,General,48,Howard,D,Y,79.4,Easton,L,N,20.6,58.8,FALSE,FALSE
2016,General,49,Hinojosa,D,N,84.41,Perkins,L,N,15.59,68.82,FALSE,FALSE
2016,General,50,Israel,D,Y,63.69,Ruiz,R,N,36.31,27.38,FALSE,FALSE
2016,General,51,Rodriguez,D,Y,87.23,Gruene,G,N,12.77,74.46,FALSE,FALSE
2016,General,52,Gonzales,R,Y,75.51,Knetsar,L,N,24.49,51.02,FALSE,FALSE
2016,General,53,Murr,R,Y,76.92,Ertel,D,N,20.03,56.89,FALSE,FALSE
2016,General,54,Cosper,R,N,54.84,Blankenship,D,N,45.16,9.68,FALSE,TRUE
2016,General,56,Anderson,R,Y,86.54,Deuvall,L,N,13.46,73.08,FALSE,FALSE
2016,General,64,Stucky,R,N,61.59,Flanagan,D,N,38.41,23.18,FALSE,FALSE
2016,General,65,Simmons,R,Y,56.26,Mendoza,D,N,43.74,12.52,FALSE,FALSE
2016,General,66,Shaheen,R,Y,57.39,Nelson,D,N,38.73,18.66,FALSE,FALSE
2016,General,67,Leach,R,Y,56.63,Coleman,D,N,39.68,16.95,FALSE,FALSE
2016,General,70,Sanford,R,Y,67.08,Bryant,D,N,28.47,38.61,FALSE,FALSE
2016,General,71,Lambert,R,N,80.64,LoPachin,D,N,19.36,61.28,FALSE,FALSE
2016,General,78,Moody,D,Y,63.36,Lane,R,N,36.64,26.72,FALSE,FALSE
2016,General,85,Stephenson,R,Y,60.4,Davis,D,N,39.6,20.8,FALSE,FALSE
2016,General,89,Laubenberg,R,Y,63.53,Hamilton,D,N,32.67,30.86,FALSE,FALSE
2016,General,92,Stickland,R,Y,55.64,Leach,D,N,38.74,16.9,FALSE,FALSE
2016,General,93,Krause,R,Y,60.67,Bean,D,N,39.33,21.34,FALSE,FALSE
2016,General,94,Tinderholt,R,Y,73.64,Pallett,L,N,26.36,47.28,FALSE,FALSE
2016,General,95,Collier,D,Y,75.6,McDaniel,R,N,24.4,51.2,FALSE,FALSE
2016,General,96,Zedler,R,Y,56.98,Lee,D,N,43.02,13.96,FALSE,FALSE
2016,General,97,Goldman,R,Y,57.23,Tarrant,D,N,39.11,18.12,FALSE,FALSE
2016,General,98,Capriglione,R,Y,75.2,Chibli,D,N,24.8,50.4,FALSE,FALSE
2016,General,99,Geren,R,Y,82.79,Hawkins,L,N,17.21,65.58,FALSE,FALSE
2016,General,100,Johnson,D,Y,86.99,Marcus,L,N,13.01,73.98,FALSE,FALSE
2016,General,101,Turner,D,Y,66.33,Garza,R,N,33.67,32.66,FALSE,FALSE
2016,General,102,Koop,R,Y,54.66,Irvin,D,N,45.34,9.32,FALSE,TRUE
2016,General,105,Anderson,R,Y,50.07,Meza,D,N,49.93,0.14,TRUE,TRUE
2016,General,106,Fallon,R,Y,80.8,Caston,L,N,19.2,61.6,FALSE,FALSE
2016,General,107,Neave,D,N,50.76,Sheets,R,Y,49.24,1.52,TRUE,TRUE
2016,General,108,Meyer,R,Y,72.5,Smith,L,N,27.5,45,FALSE,FALSE
2016,General,109,Giddings,D,Y,82.74,Russell,R,N,17.26,65.48,FALSE,FALSE
2016,General,111,Davis,D,Y,78.2,Jackson,R,N,21.8,56.4,FALSE,FALSE
2016,General,112,Chen Button,R,Y,57.22,Blackshear,D,N,42.78,14.44,FALSE,FALSE
2016,General,113,Burkett,R,Y,55.16,Bowers,D,N,44.84,10.32,FALSE,FALSE
2016,General,114,Villalba,R,Y,55.72,Burke,D,N,40.57,15.15,FALSE,FALSE
2016,General,115,Rinaldi,R,Y,50.89,Ocker,D,N,49.11,1.78,TRUE,TRUE
2016,General,117,Cortez,D,N,51.21,Galindo,R,Y,48.52,2.69,TRUE,TRUE
2016,General,118,Uresti,D,N,55.17,Lujan,R,Y,44.83,10.34,FALSE,FALSE
2016,General,120,Gervin-Hawkins,D,N,77.65,Thompson,I,Y,22.35,55.3,FALSE,FALSE
2016,General,126,Roberts,R,N,58,Dawson-Thomas,D,N,39.17,18.83,FALSE,FALSE
2016,General,127,Huberty,R,Y,81.9,Ford,L,N,12.33,69.57,FALSE,FALSE
2016,General,128,Cain,R,N,86.41,Lowder,L,N,13.59,72.82,FALSE,FALSE
2016,General,132,Schofield,R,Y,80.23,Kurtz,L,N,19.77,60.46,FALSE,FALSE
2016,General,134,Davis,R,Y,53.56,Rose,D,N,43.3,10.26,FALSE,FALSE
2016,General,135,Elkins,R,Y,54.85,Ybanez,D,N,45.15,9.7,FALSE,TRUE
2016,General,136,Dale,R,Y,55,Gordon,D,N,45,10,FALSE,TRUE
2016,General,137,Wu,D,Y,66.99,Baker,R,N,30.29,36.7,FALSE,FALSE
2016,General,144,Perez,D,N,60.25,Pena,R,Y,39.75,20.5,FALSE,FALSE
2016,General,146,Thierry,D,N,97.15,Owens,W,N,2.85,94.3,FALSE,FALSE
2016,General,147,Coleman,D,Y,76.27,Murphy,R,N,20.82,55.45,FALSE,FALSE
2016,General,149,Vo,D,Y,63.55,Chu,R,N,36.45,27.1,FALSE,FALSE
2016,General,150,Swanson,R,N,63.19,Kelly,D,N,36.81,26.38,FALSE,FALSE
2016,House Dist 118 (2nd),118,Lujan,R,N,52.38,Uresti,D,N,47.62,4.76,TRUE,TRUE
2016,House Dist 120,120,Thompson,I,N,32.96,Miller,D,N,28.03,4.93,TRUE,TRUE
2016,House Dist 120 (2nd),120,Thompson,D,N,52.05,Miller,D,N,47.95,4.1,TRUE,TRUE
2016,House Dist 139,139,Johnson,D,N,83.11,Tezino,D,N,16.89,66.22,FALSE,FALSE
2016,Republican Primary,1,VanDeaver,R,Y,61.92,Lavender,R,N,38.08,23.84,FALSE,FALSE
2016,Republican Primary,2,Flynn,R,Y,50.99,Slaton,R,N,49.01,1.98,TRUE,TRUE
2016,Republican Primary,4,Gooden,R,N,51.79,Spitzer,R,Y,48.21,3.58,TRUE,TRUE
2016,Republican Primary,5,Hefner,R,N,46.03,Misenheimer,R,N,26.98,19.05,FALSE,FALSE
2016,Republican Primary,7,Dean,R,N,57.98,Watts,R,N,42.02,15.96,FALSE,FALSE
2016,Republican Primary,8,Cook,R,Y,50.39,McNutt,R,N,49.61,0.78,TRUE,TRUE
2016,Republican Primary,11,Clardy,R,Y,86.33,Sevilla,R,N,13.67,72.66,FALSE,FALSE
2016,Republican Primary,12,Kacal,R,Y,70.41,Stanford,R,N,19.05,51.36,FALSE,FALSE
2016,Republican Primary,14,Raney,R,Y,68.78,Fields,R,N,31.22,37.56,FALSE,FALSE
2016,Republican Primary,17,Cyrier,R,Y,64.54,Golemon,R,N,35.46,29.08,FALSE,FALSE
2016,Republican Primary,18,Strahan,R,N,28.14,Bailes,R,N,25.8,2.34,TRUE,TRUE
2016,Republican Primary,20,Wilson,R,N,54.26,Farney,R,Y,45.74,8.52,FALSE,TRUE
2016,Republican Primary,27,Bryant,R,N,52.49,Walker,R,N,47.51,4.98,TRUE,TRUE
2016,Republican Primary,33,Keating,R,N,37.63,Holland,R,N,32.86,4.77,TRUE,TRUE
2016,Republican Primary,47,Workman,R,Y,60.57,Wiley,R,N,39.43,21.14,FALSE,FALSE
2016,Republican Primary,54,Cosper,R,N,41.73,Ruiz,R,N,36.84,4.89,TRUE,TRUE
2016,Republican Primary,55,Shine,R,N,50.27,White,R,Y,49.73,0.54,TRUE,TRUE
2016,Republican Primary,58,Burns,R,Y,53.6,Eby,R,N,46.4,7.2,FALSE,TRUE
2016,Republican Primary,59,Sheffield,R,Y,61.64,Graves,R,N,38.36,23.28,FALSE,FALSE
2016,Republican Primary,60,Lang,R,N,53.8,Downing,R,N,46.2,7.6,FALSE,TRUE
2016,Republican Primary,64,Stucky,R,N,42.25,King,R,N,30.03,12.22,FALSE,FALSE
2016,Republican Primary,65,Simmons,R,Y,83.23,Kissling,R,N,16.77,66.46,FALSE,FALSE
2016,Republican Primary,71,Lambert,R,N,51.92,Castro,R,N,21.63,30.29,FALSE,FALSE
2016,Republican Primary,73,Miller,R,Y,43.48,Biedermann,R,N,39.84,3.64,TRUE,TRUE
2016,Republican Primary,81,Landgraf,R,Y,67.57,Crawford,R,N,32.43,35.14,FALSE,FALSE
2016,Republican Primary,84,Frullo,R,Y,55.2,Landtroop,R,N,44.8,10.4,FALSE,FALSE
2016,Republican Primary,89,Laubenberg,R,Y,70.67,Lytle,R,N,29.33,41.34,FALSE,FALSE
2016,Republican Primary,92,Stickland,R,N,58.13,Fisher,R,N,41.87,16.26,FALSE,FALSE
2016,Republican Primary,94,Tinderholt,R,Y,58.31,Piel,R,N,41.69,16.62,FALSE,FALSE
2016,Republican Primary,96,Zedler,R,Y,71.77,Nelson,R,N,28.23,43.54,FALSE,FALSE
2016,Republican Primary,99,Geren,R,Y,58.23,French,R,N,41.77,16.46,FALSE,FALSE
2016,Republican Primary,106,Fallon,R,Y,82.88,Trubenbach,R,N,17.12,65.76,FALSE,FALSE
2016,Republican Primary,112,Chen Button,R,Y,77.42,DeHart,R,N,22.58,54.84,FALSE,FALSE
2016,Republican Primary,113,Burkett,R,Y,55.95,Boos,R,N,44.05,11.9,FALSE,FALSE
2016,Republican Primary,114,Villalba,R,Y,55.16,Morenoff,R,N,44.84,10.32,FALSE,FALSE
2016,Republican Primary,115,Rinaldi,R,Y,53.45,Ratliff,R,N,46.55,6.9,FALSE,TRUE
2016,Republican Primary,118,Lujan,R,Y,72.8,Casias,R,N,27.2,45.6,FALSE,FALSE
2016,Republican Primary,121,Straus,R,Y,60.24,Judson,R,N,28.45,31.79,FALSE,FALSE
2016,Republican Primary,127,Huberty,R,Y,77.84,Bosworth,R,N,22.16,55.68,FALSE,FALSE
2016,Republican Primary,128,Cain,R,N,47.83,Smith,R,Y,43.75,4.08,TRUE,TRUE
2016,Republican Primary,130,Oliverson,R,N,70.04,Smith,R,N,29.96,40.08,FALSE,FALSE
2016,Republican Primary,134,Davis,R,Y,59.48,Palmer,R,N,40.52,18.96,FALSE,FALSE
2016,Republican Primary,150,Swanson,R,N,52.48,Riddle,R,Y,39.63,12.85,FALSE,FALSE
2016,Republican Runoff,5,Hefner,R,N,60.62,Misenheimer,R,N,39.38,21.24,FALSE,FALSE
2016,Republican Runoff,18,Bailes,R,N,67.43,Strahan,R,N,32.57,34.86,FALSE,FALSE
2016,Republican Runoff,33,Holland,R,N,50.62,Keating,R,N,49.38,1.24,TRUE,TRUE
2016,Republican Runoff,54,Cosper,R,N,50.4,Ruiz,R,N,49.6,0.8,TRUE,TRUE
2016,Republican Runoff,64,Stucky,R,N,65.75,King,R,N,34.25,31.5,FALSE,FALSE
2016,Republican Runoff,73,Biedermann,R,N,55.4,Miller,R,N,44.6,10.8,FALSE,FALSE
2016,Republican Runoff,128,Cain,R,N,50.19,Smith,R,Y,49.81,0.38,TRUE,TRUE
2018,Democratic Primary,12,Arnold,D,N,59.6,Miller,D,N,40.4,19.2,FALSE,FALSE
2018,Democratic Primary,14,Wilkinson,D,N,63.23,Vidal,D,N,36.77,26.46,FALSE,FALSE
2018,Democratic Primary,27,Reynolds,D,Y,61.37,Carter,D,N,38.63,22.74,FALSE,FALSE
2018,Democratic Primary,28,Scoggins,D,N,80.97,White,D,N,19.03,61.94,FALSE,FALSE
2018,Democratic Primary,29,Presley,D,N,59.77,Forbis,D,N,40.23,19.54,FALSE,FALSE
2018,Democratic Primary,31,Guillen,D,Y,55.39,Garza,D,N,44.61,10.78,FALSE,FALSE
2018,Democratic Primary,37,Oliveira,D,Y,48.48,Dominguez,D,N,36.4,12.08,FALSE,FALSE
2018,Democratic Primary,41,Guerra,D,Y,82.78,Pinkard,D,N,17.22,65.56,FALSE,FALSE
2018,Democratic Primary,45,Bell-Metereau,D,N,45.49,Zwiener,D,N,30.63,14.86,FALSE,FALSE
2018,Democratic Primary,46,Vela,D,N,39.52,Cole,D,N,38.23,1.29,TRUE,TRUE
2018,Democratic Primary,47,Goodwin,D,N,33.64,Fowler,D,N,29.18,4.46,TRUE,TRUE
2018,Democratic Primary,53,Ertel,D,N,56.06,Herrera,D,N,43.94,12.12,FALSE,FALSE
2018,Democratic Primary,63,Haines,D,N,81.71,Wolf,D,N,18.29,63.42,FALSE,FALSE
2018,Democratic Primary,64,Pruneda,D,N,41.55,Morris,D,N,38.68,2.87,TRUE,TRUE
2018,Democratic Primary,75,Gonzalez,D,Y,68.59,Fermath,D,N,31.41,37.18,FALSE,FALSE
2018,Democratic Primary,84,Fields,D,N,58.26,Carrizales,D,N,41.74,16.52,FALSE,FALSE
2018,Democratic Primary,93,Bean,D,N,50.79,Mathews,D,N,49.21,1.58,TRUE,TRUE
2018,Democratic Primary,100,Johnson,D,Y,70.33,Crenshaw,D,N,29.67,40.66,FALSE,FALSE
2018,Democratic Primary,104,Gonzalez,D,N,62.57,Alonzo,D,Y,37.43,25.14,FALSE,FALSE
2018,Democratic Primary,105,Meza,D,N,57.27,Jenkins,D,N,42.73,14.54,FALSE,FALSE
2018,Democratic Primary,106,Thompson,D,N,69.82,Rhea,D,N,30.18,39.64,FALSE,FALSE
2018,Democratic Primary,108,Cattanach,D,N,63.03,Duffy,D,N,36.97,26.06,FALSE,FALSE
2018,Democratic Primary,109,Jones,D,N,44.74,Sherman,D,N,40.2,4.54,TRUE,TRUE
2018,Democratic Primary,113,Bowers,D,N,64.59,Ingram,D,N,35.41,29.18,FALSE,FALSE
2018,Democratic Primary,115,Johnson,D,N,77.26,Bower,D,N,22.74,54.52,FALSE,FALSE
2018,Democratic Primary,116,Martinez Fischer,D,N,50.65,Arevalo,D,Y,49.35,1.3,TRUE,TRUE
2018,Democratic Primary,117,Cortez,D,Y,63.42,DeDeaux,D,N,36.58,26.84,FALSE,FALSE
2018,Democratic Primary,118,Pacheco,D,N,57.39,Uresti,D,Y,42.61,14.78,FALSE,FALSE
2018,Democratic Primary,124,Minjarez,D,Y,78.42,Contreras,D,N,21.58,56.84,FALSE,FALSE
2018,Democratic Primary,126,Hurtado,D,N,77.68,Fizer,D,N,22.32,55.36,FALSE,FALSE
2018,Democratic Primary,132,Calanni,D,N,66.97,Pena,D,N,33.03,33.94,FALSE,FALSE
2018,Democratic Primary,133,Moore,D,N,49.95,Schexnayder,D,N,40.9,9.05,FALSE,TRUE
2018,Democratic Primary,134,Sawyer,D,N,90.55,Oliver,D,N,9.45,81.1,FALSE,FALSE
2018,Democratic Primary,138,Milasincic,D,N,56.65,Pool,D,N,43.35,13.3,FALSE,FALSE
2018,Democratic Primary,139,Johnson,D,Y,60.36,Bates,D,N,39.64,20.72,FALSE,FALSE
2018,Democratic Primary,142,Dutton,D,Y,65.3,Bonton,D,N,34.7,30.6,FALSE,FALSE
2018,Democratic Primary,146,Thierry,D,Y,64.76,Owens,D,N,26.97,37.79,FALSE,FALSE
2018,Democratic Primary,147,Coleman,D,Y,81.23,Espinoza,D,N,18.77,62.46,FALSE,FALSE
2018,Democratic Runoff,37,Dominguez,D,N,56.68,Oliveira,D,Y,43.32,13.36,FALSE,FALSE
2018,Democratic Runoff,45,Zwiener,D,N,51.44,Bell-Metereau,D,N,48.56,2.88,TRUE,TRUE
2018,Democratic Runoff,46,Cole,D,N,50.93,Vela,D,N,49.07,1.86,TRUE,TRUE
2018,Democratic Runoff,47,Goodwin,D,N,58.11,Fowler,D,N,41.89,16.22,FALSE,FALSE
2018,Democratic Runoff,64,Morris,D,N,54.03,Pruneda,D,N,45.97,8.06,FALSE,TRUE
2018,Democratic Runoff,109,Sherman,D,N,64.2,Jones,D,N,35.8,28.4,FALSE,FALSE
2018,Democratic Runoff,133,Schexnayder,D,N,56.43,Moore,D,N,43.57,12.86,FALSE,FALSE
2018,General,2,Flynn,R,Y,80.04,Brannon,D,N,19.96,60.08,FALSE,FALSE
2018,General,3,Bell,R,Y,76,Seger,D,N,24,52,FALSE,FALSE
2018,General,4,Bell,R,N,74.1,Williams,D,N,24.19,49.91,FALSE,FALSE
2018,General,5,Hefner,R,Y,79.35,Liebbe,D,N,20.65,58.7,FALSE,FALSE
2018,General,6,Schaefer,R,Y,75.6,Katz,L,N,24.4,51.2,FALSE,FALSE
2018,General,8,Harris,R,N,78.22,Ratcliff,D,N,21.78,56.44,FALSE,FALSE
2018,General,10,Wray,R,Y,70.26,Emery,D,N,27.45,42.81,FALSE,FALSE
2018,General,11,Clardy,R,Y,74.36,Johnson,D,N,25.64,48.72,FALSE,FALSE
2018,General,12,Kacal,R,Y,67.59,Arnold,D,N,32.41,35.18,FALSE,FALSE
2018,General,13,Leman,R,Y,79.12,Webster,D,N,20.88,58.24,FALSE,FALSE
2018,General,14,Raney,R,Y,56.38,Wilkinson,D,N,43.62,12.76,FALSE,FALSE
2018,General,15,Toth,R,N,67.15,Perez McGill,D,N,32.85,34.3,FALSE,FALSE
2018,General,16,Metcalf,R,Y,80.33,Midler,D,N,19.67,60.66,FALSE,FALSE
2018,General,17,Cyrier,R,Y,62.54,Ryan,D,N,37.46,25.08,FALSE,FALSE
2018,General,18,Bailes,R,Y,75.49,Lemond,D,N,24.51,50.98,FALSE,FALSE
2018,General,19,White,R,Y,83.19,Williams,D,N,16.81,66.38,FALSE,FALSE
2018,General,20,Wilson,R,Y,71.5,Wyman,D,N,28.5,43,FALSE,FALSE
2018,General,23,Middleton,R,N,56.46,Jamrok,D,N,41.43,15.03,FALSE,FALSE
2018,General,24,Bonnen,R,Y,69.59,Phelps,D,N,28.37,41.22,FALSE,FALSE
2018,General,26,Miller,R,Y,52.41,DeMerchant,D,N,47.59,4.82,TRUE,TRUE
2018,General,28,Zerwas,R,Y,54.16,Scoggins,D,N,45.84,8.32,FALSE,TRUE
2018,General,29,Thompson,R,Y,100,Presley,D,N,0,100,FALSE,FALSE
