year,election,district,winner,winner_party,winner_inc,winner_pct,runner_up,runner_up_party,runner_up_inc,runner_up_pct,winning_margin,flg_5,flg_10
2020,General,144,Perez,D,Y,56.42,Salas,R,N,43.58,12.84,FALSE,FALSE
2020,General,145,Morales,D,Y,64.01,Fierro,R,N,33.73,30.28,FALSE,FALSE
2020,General,146,Thierry,D,Y,87.04,Campbell,L,N,12.96,74.08,FALSE,FALSE
2020,General,148,Morales Shaw,D,N,63.67,LaRotta,R,N,36.33,27.34,FALSE,FALSE
2020,General,149,Vo,D,Y,59.42,Truong,R,N,40.58,18.84,FALSE,FALSE
2020,General,150,Swanson,R,Y,58.15,Walsh,D,N,38.55,19.6,FALSE,FALSE
2020,House Dist 28 (2nd),28,Gates,R,N,58.05,Markowitz,D,N,41.95,16.1,FALSE,FALSE
2020,Republican Primary,2,Flynn,R,Y,44.76,Slaton,R,N,36.15,8.61,FALSE,TRUE
2020,Republican Primary,9,Paddie,R,Y,77.79,Williams,R,N,22.21,55.58,FALSE,FALSE
2020,Republican Primary,10,Ellzey,R,N,64.77,Pitts,R,N,29.47,35.3,FALSE,FALSE
2020,Republican Primary,25,Garrett,R,N,28.63,Vasut,R,N,22.23,6.4,FALSE,TRUE
2020,Republican Primary,26,Morgan,R,N,49.68,Jetton,R,N,40.67,9.01,FALSE,TRUE
2020,Republican Primary,27,Virippan,R,N,54.12,Seth,R,N,45.88,8.24,FALSE,TRUE
2020,Republican Primary,28,Gates,R,N,95.28,Hammel,R,N,4.72,90.56,FALSE,FALSE
2020,Republican Primary,30,Morrison,R,Y,78.73,Hicks-Callaway,R,N,21.27,57.46,FALSE,FALSE
2020,Republican Primary,45,Isaac,R,N,47.86,Wymore,R,N,41.4,6.46,FALSE,TRUE
2020,Republican Primary,47,Fleck,R,N,32.15,Berry,R,N,22.89,9.26,FALSE,TRUE
2020,Republican Primary,49,Meyer,R,N,71.83,Aragona,R,N,28.17,43.66,FALSE,FALSE
2020,Republican Primary,59,Slawson,R,N,45.76,Sheffield,R,Y,29.95,15.81,FALSE,FALSE
2020,Republican Primary,60,Francis,R,N,45.91,Rogers,R,N,43.78,2.13,TRUE,TRUE
2020,Republican Primary,65,Thimesch,R,N,57.84,Cline,R,N,42.16,15.68,FALSE,FALSE
2020,Republican Primary,72,Darby,R,Y,86.06,Lucas,R,N,13.94,72.12,FALSE,FALSE
2020,Republican Primary,74,Falcon,R,N,53.51,Garza,R,N,46.49,7.02,FALSE,TRUE
2020,Republican Primary,85,Stephenson,R,Y,78.83,Boettcher,R,N,19.39,59.44,FALSE,FALSE
2020,Republican Primary,92,Cason,R,N,54.04,Griffin,R,N,36.72,17.32,FALSE,FALSE
2020,Republican Primary,102,Koop,R,N,76.8,Walker,R,N,23.2,53.6,FALSE,FALSE
2020,Republican Primary,103,Fortenberry,R,N,52.97,Mecom,R,N,47.03,5.94,FALSE,TRUE
2020,Republican Primary,106,Patterson,R,Y,76.09,Trombley,R,N,23.91,52.18,FALSE,FALSE
2020,Republican Primary,116,Litoff,R,N,50.1,Padron,R,N,49.9,0.2,TRUE,TRUE
2020,Republican Primary,120,Payne,R,N,71.56,Vicencio,R,N,28.44,43.12,FALSE,FALSE
2020,Republican Primary,127,Huberty,R,Y,81.86,Ford,R,N,18.14,63.72,FALSE,FALSE
2020,Republican Primary,128,Cain,R,Y,79.3,Hoskins,R,N,20.7,58.6,FALSE,FALSE
2020,Republican Primary,129,Paul,R,Y,78.85,Lee,R,N,21.15,57.7,FALSE,FALSE
2020,Republican Primary,132,Schofield,R,N,52.95,Garcia,R,N,47.05,5.9,FALSE,TRUE
2020,Republican Primary,135,Ray,R,N,83.86,Beazley,R,N,16.14,67.72,FALSE,FALSE
2020,Republican Primary,138,Hull,R,N,59.32,Flynn,R,N,32.32,27,FALSE,FALSE
2020,Republican Runoff,2,Slaton,R,N,61.08,Flynn,R,Y,38.92,22.16,FALSE,FALSE
2020,Republican Runoff,25,Vasut,R,N,69.43,Garrett,R,N,30.57,38.86,FALSE,FALSE
2020,Republican Runoff,26,Jetton,R,N,52.4,Morgan,R,N,47.6,4.8,TRUE,TRUE
2020,Republican Runoff,45,Isaac,R,N,64.89,Wymore,R,N,35.11,29.78,FALSE,FALSE
2020,Republican Runoff,47,Berry,R,N,54.68,Fleck,R,N,45.32,9.36,FALSE,TRUE
2020,Republican Runoff,59,Slawson,R,N,61.51,Sheffield,R,Y,38.49,23.02,FALSE,FALSE
2020,Republican Runoff,60,Rogers,R,N,51.45,Francis,R,N,48.55,2.9,TRUE,TRUE
2021,House Dist 10 (2nd),10,Harrison,R,N,55.38,Wray,R,N,44.62,10.76,FALSE,FALSE
2021,House Dist 118 (2nd),118,Lujan,R,N,51.23,Ramirez,D,N,48.77,2.46,TRUE,TRUE
2021,House Dist 68 (2nd),68,Spiller,R,N,62.9,Carter,R,N,37.1,25.8,FALSE,FALSE
2021,House District 10,10,Harrison,R,N,40.65,Wray,R,N,35.52,5.13,FALSE,TRUE
2021,House District 118,118,Lujan,R,N,41.49,Ramirez,D,N,20.04,21.45,FALSE,FALSE
2021,House District 68,68,Spiller,R,N,43.89,Carter,R,N,18.06,25.83,FALSE,FALSE
2022,Democratic Primary,13,Davis,D,N,73,Peacock,D,N,27,46,FALSE,FALSE
2022,Democratic Primary,22,Trahan,D,N,48.43,Hayes,D,N,42.73,5.7,FALSE,TRUE
2022,Democratic Primary,26,Lee,D,N,63.16,Allen,D,N,36.84,26.32,FALSE,FALSE
2022,Democratic Primary,27,Reynolds,D,Y,83.5,Carreon,D,N,16.5,67,FALSE,FALSE
2022,Democratic Primary,33,Lynskey,D,N,51.45,Haase,D,N,48.55,2.9,TRUE,TRUE
2022,Democratic Primary,37,Cortez,D,N,41.26,Villarreal,D,N,38.49,2.77,TRUE,TRUE
2022,Democratic Primary,38,Gamez,D,N,58.21,Gracia,D,N,41.79,16.42,FALSE,FALSE
2022,Democratic Primary,42,Raymond,D,Y,62.67,Delgado,D,N,37.33,25.34,FALSE,FALSE
2022,Democratic Primary,45,Zwiener,D,Y,80.75,Villescaz,D,N,12.15,68.6,FALSE,FALSE
2022,Democratic Primary,50,Talarico,D,N,78.48,Alcorta,D,N,21.52,56.96,FALSE,FALSE
2022,Democratic Primary,51,Flores,D,N,60.34,Valadez-Mata,D,N,11.36,48.98,FALSE,FALSE
2022,Democratic Primary,70,Garcia Hernandez,D,N,34.17,Plesa,D,N,33.11,1.06,TRUE,TRUE
2022,Democratic Primary,75,Gonzalez,D,Y,73.42,Rodriguez,D,N,26.58,46.84,FALSE,FALSE
2022,Democratic Primary,76,Lalani,D,N,36.67,Johnson,D,N,24.71,11.96,FALSE,FALSE
2022,Democratic Primary,79,Ordaz Perez,D,N,65.19,Fierro,D,Y,34.81,30.38,FALSE,FALSE
2022,Democratic Primary,92,Bhojani,D,N,57.59,Scott,D,N,25.45,32.14,FALSE,FALSE
2022,Democratic Primary,97,McLaurin,D,N,72.07,Rector,D,N,27.93,44.14,FALSE,FALSE
2022,Democratic Primary,100,Crenshaw,D,N,34.24,Jones,D,N,25.64,8.6,FALSE,TRUE
2022,Democratic Primary,108,Ginsberg,D,N,80.78,Heald,D,N,19.22,61.56,FALSE,FALSE
2022,Democratic Primary,113,Bowers,D,Y,77.69,Nkanga,D,N,22.31,55.38,FALSE,FALSE
2022,Democratic Primary,114,Guio,D,N,24.72,Bryant,D,N,21.26,3.46,TRUE,TRUE
2022,Democratic Primary,121,Moyer DeFelice,D,N,79.1,Gregory,D,N,20.9,58.2,FALSE,FALSE
2022,Democratic Primary,124,Garcia,D,N,70.01,Lopez,D,N,22.45,47.56,FALSE,FALSE
2022,Democratic Primary,125,Lopez,D,Y,58.25,Garza,D,N,41.75,16.5,FALSE,FALSE
2022,Democratic Primary,131,Allen,D,Y,54.34,Guillory,D,N,32.24,22.1,FALSE,FALSE
2022,Democratic Primary,132,Campbell,D,N,52.1,West,D,N,47.9,4.2,TRUE,TRUE
2022,Democratic Primary,142,Dutton,D,Y,51.29,Houston,D,N,48.71,2.58,TRUE,TRUE
2022,Democratic Primary,147,Jones,D,N,41.81,Keys Bess,D,N,19.86,21.95,FALSE,FALSE
2022,Democratic Runoff,22,Hayes,D,N,50.86,Trahan,D,N,49.14,1.72,TRUE,TRUE
2022,Democratic Runoff,37,Villarreal,D,N,52.45,Cortez,D,N,47.55,4.9,TRUE,TRUE
2022,Democratic Runoff,70,Plesa,D,N,55.13,Garcia Hernandez,D,N,44.87,10.26,FALSE,FALSE
2022,Democratic Runoff,76,Lalani,D,N,62.95,Johnson,D,N,37.05,25.9,FALSE,FALSE
2022,Democratic Runoff,100,Jones,D,N,68.25,Crenshaw,D,N,31.75,36.5,FALSE,FALSE
2022,Democratic Runoff,114,Bryant,D,N,57.26,Guio,D,N,42.74,14.52,FALSE,FALSE
2022,Democratic Runoff,147,Jones,D,N,53.71,Keys Bess,D,N,46.29,7.42,FALSE,TRUE
2022,General,4,Bell,R,Y,77.27,Savino,L,N,22.73,54.54,FALSE,FALSE
2022,General,6,Schaefer,R,Y,73.29,Grace,D,N,26.71,46.58,FALSE,FALSE
2022,General,8,Harris,R,Y,88,Adams,L,N,12,76,FALSE,FALSE
2022,General,9,Ashby,R,Y,82.37,Rogers,D,N,17.63,64.74,FALSE,FALSE
2022,General,13,Orr,R,N,77.5,Davis,D,N,22.5,55,FALSE,FALSE
2022,General,14,Raney,R,Y,68.09,Miller,L,N,31.91,36.18,FALSE,FALSE
2022,General,15,Toth,R,Y,65.67,Johnson,D,N,34.33,31.34,FALSE,FALSE
2022,General,17,Gerdes,R,N,64.21,Eden,D,N,31.87,32.34,FALSE,FALSE
2022,General,19,Troxclair,R,N,72.65,Baggett,D,N,27.35,45.3,FALSE,FALSE
2022,General,20,Wilson,R,Y,59.08,Camacho,D,N,40.92,18.16,FALSE,FALSE
2022,General,22,Hayes,D,N,56.49,Randle,R,N,43.51,12.98,FALSE,FALSE
2022,General,23,Leo-Wilson,R,N,63.78,Henry,D,N,36.22,27.56,FALSE,FALSE
2022,General,24,Bonnen,R,Y,68.01,Creedon,D,N,30.01,38,FALSE,FALSE
2022,General,26,Jetton,R,Y,60.67,Lee,D,N,39.33,21.34,FALSE,FALSE
2022,General,27,Reynolds,D,Y,70.27,Gilani,R,N,29.73,40.54,FALSE,FALSE
2022,General,28,Gates,R,Y,61.56,Adriatico,D,N,38.44,23.12,FALSE,FALSE
2022,General,31,Guillen,R,Y,71.24,Gutierrez,D,N,28.76,42.48,FALSE,FALSE
2022,General,33,Holland,R,Y,65.11,Lynskey,D,N,34.89,30.22,FALSE,FALSE
2022,General,34,Herrero,D,Y,57.65,Vaughn,R,N,42.35,15.3,FALSE,FALSE
2022,General,35,Longoria,D,Y,64.18,Rosa,R,N,35.82,28.36,FALSE,FALSE
2022,General,37,Lopez,R,N,51.83,Villarreal,D,N,48.17,3.66,TRUE,TRUE
2022,General,39,Martinez,D,Y,64.69,Garcia,R,N,35.31,29.38,FALSE,FALSE
2022,General,41,Guerra,D,Y,56.97,Guerra,R,N,43.03,13.94,FALSE,FALSE
2022,General,42,Raymond,D,Y,71.23,Brennan,R,N,28.77,42.46,FALSE,FALSE
2022,General,44,Kuempel,R,Y,69.3,Bohmfalk,D,N,30.7,38.6,FALSE,FALSE
2022,General,45,Zwiener,D,Y,59.24,Lopez,R,N,40.76,18.48,FALSE,FALSE
2022,General,46,Cole,D,Y,75.5,Strasser,R,N,21.74,53.76,FALSE,FALSE
2022,General,47,Goodwin,D,Y,61.29,McCarthy,R,N,38.71,22.58,FALSE,FALSE
2022,General,48,Howard,D,Y,79.6,McCarthy,L,N,20.4,59.2,FALSE,FALSE
2022,General,49,Hinojosa,D,Y,83.46,Griffin,R,N,14.4,69.06,FALSE,FALSE
2022,General,50,Talarico,D,N,76.88,Johnson,R,N,20.22,56.66,FALSE,FALSE
2022,General,51,Flores,D,N,84.45,Reynolds,R,N,15.55,68.9,FALSE,FALSE
2022,General,52,Harris,R,N,55.94,Echegaray,D,N,44.06,11.88,FALSE,FALSE
2022,General,53,Murr,R,Y,79.83,Herrera,D,N,20.17,59.66,FALSE,FALSE
2022,General,54,Buckley,R,Y,62.99,Hildner,D,N,37.01,25.98,FALSE,FALSE
2022,General,55,Shine,R,Y,61.06,Sanders,D,N,38.94,22.12,FALSE,FALSE
2022,General,56,Anderson,R,Y,70.15,Shank,D,N,29.85,40.3,FALSE,FALSE
2022,General,57,Hayes,R,N,65.29,Hamilton,L,N,34.71,30.58,FALSE,FALSE
2022,General,61,Frazier,R,N,58.26,King,D,N,41.74,16.52,FALSE,FALSE
2022,General,63,Bumgarner,R,N,55.93,Wooten,D,N,44.07,11.86,FALSE,FALSE
2022,General,65,Thimesch,R,N,59.79,Verdell,D,N,40.21,19.58,FALSE,FALSE
2022,General,66,Shaheen,R,Y,60.42,Ringness,D,N,39.58,20.84,FALSE,FALSE
2022,General,67,Leach,R,Y,59.2,Morris,D,N,40.8,18.4,FALSE,FALSE
2022,General,69,Frank,R,Y,79.13,Coppage,D,N,18.71,60.42,FALSE,FALSE
2022,General,70,Plesa,D,N,50.73,Jolly,R,N,49.27,1.46,TRUE,TRUE
2022,General,71,Lambert,R,Y,80.99,Goolsbee,D,N,19.01,61.98,FALSE,FALSE
2022,General,73,Isaac,R,N,70.35,Calhoun,D,N,29.65,40.7,FALSE,FALSE
2022,General,74,Morales,D,Y,55.68,Parker,R,N,44.32,11.36,FALSE,FALSE
2022,General,75,Gonzalez,D,Y,75.91,Mullins,L,N,24.09,51.82,FALSE,FALSE
2022,General,76,Lalani,D,N,57.26,Mathews,R,N,42.74,14.52,FALSE,FALSE
2022,General,85,Kitzman,R,N,73.82,Baggett,D,N,24.23,49.59,FALSE,FALSE
2022,General,87,Price,R,Y,87.08,Hearn,L,N,12.92,74.16,FALSE,FALSE
2022,General,92,Bhojani,D,N,58.01,Livingston,R,N,41.99,16.02,FALSE,FALSE
2022,General,93,Schatzline,R,N,59.93,Chowdhury,D,N,40.07,19.86,FALSE,FALSE
2022,General,94,Tinderholt,R,Y,56.63,Sherrard,D,N,43.37,13.26,FALSE,FALSE
2022,General,95,Collier,D,Y,74.88,Mondick,R,N,25.12,49.76,FALSE,FALSE
2022,General,97,Goldman,R,Y,58.2,McLaurin,D,N,41.8,16.4,FALSE,FALSE
2022,General,98,Capriglione,R,Y,66.27,Elkins,D,N,33.73,32.54,FALSE,FALSE
2022,General,99,Geren,R,Y,61.84,Coffey,D,N,38.16,23.68,FALSE,FALSE
2022,General,100,Jones,D,N,85.09,Roberts,L,N,14.91,70.18,FALSE,FALSE
2022,General,102,Ramos,D,Y,62.22,Fischer,R,N,37.78,24.44,FALSE,FALSE
2022,General,103,Anchia,D,Y,75.52,Arrieta,I,N,24.48,51.04,FALSE,FALSE
2022,General,105,Meza,D,Y,55.8,Meagher,R,N,44.2,11.6,FALSE,FALSE
2022,General,107,Neave,D,Y,72.88,Newsom,L,N,27.12,45.76,FALSE,FALSE
2022,General,108,Meyer,R,Y,56.45,Ginsberg,D,N,43.55,12.9,FALSE,FALSE
2022,General,111,Davis,D,Y,79.12,Flores Yrigollen,R,N,20.88,58.24,FALSE,FALSE
2022,General,112,Button,R,Y,54.83,Curl,D,N,45.17,9.66,FALSE,TRUE
2022,General,114,Bryant,D,N,66.01,Lamb,R,N,33.99,32.02,FALSE,FALSE
2022,General,115,Johnson,D,Y,56.7,Denis,R,N,43.3,13.4,FALSE,FALSE
2022,General,117,Cortez,D,Y,62.6,Schwope,R,N,37.4,25.2,FALSE,FALSE
2022,General,118,Lujan,R,Y,51.84,Ramirez,D,N,48.16,3.68,TRUE,TRUE
2022,General,119,Campos,D,Y,78.02,Thomas,L,N,21.98,56.04,FALSE,FALSE
2022,General,120,Gervin-Hawkins,D,Y,67.5,Payne,R,N,32.5,35,FALSE,FALSE
2022,General,121,Allison,R,Y,55.02,Moyer DeFelice,D,N,44.98,10.04,FALSE,FALSE
2022,General,122,Dorazio,R,N,56.02,Aramburu,D,N,41.14,14.88,FALSE,FALSE
2022,General,123,Bernal,D,Y,66.76,Valdez,R,N,33.24,33.52,FALSE,FALSE
2022,General,124,Garcia,D,N,66.99,Arredondo,R,N,33.01,33.98,FALSE,FALSE
2022,General,125,Lopez,D,Y,62.41,Raymond,R,N,37.59,24.82,FALSE,FALSE
2022,General,128,Cain,R,Y,70.49,Crews,D,N,29.51,40.98,FALSE,FALSE
2022,General,129,Paul,R,Y,60.79,Marvel,D,N,39.21,21.58,FALSE,FALSE
2022,General,131,Allen,D,Y,80.52,Monroe,R,N,19.48,61.04,FALSE,FALSE
2022,General,132,Schofield,R,Y,59.74,Campbell,D,N,40.26,19.48,FALSE,FALSE
2022,General,133,DeAyala,R,N,61.44,Maarouf,D,N,36.39,25.05,FALSE,FALSE
2022,General,134,Johnson,D,Y,61.56,McConnico,R,N,37.13,24.43,FALSE,FALSE
2022,General,135,Rosenthal,D,Y,57.62,May,R,N,42.38,15.24,FALSE,FALSE
2022,General,136,Bucy,D,Y,61.32,Evans,R,N,36.04,25.28,FALSE,FALSE
2022,General,137,Wu,D,Y,76.02,Sharp,L,N,23.98,52.04,FALSE,FALSE
2022,General,138,Hull,R,Y,57.09,Morales,D,N,42.91,14.18,FALSE,FALSE
2022,General,145,Morales,D,Y,71.33,Mabry,R,N,28.67,42.66,FALSE,FALSE
2022,General,148,Morales Shaw,D,Y,55.52,Smith,R,N,42.59,12.93,FALSE,FALSE
2022,General,149,Vo,D,Y,59.84,Truong,R,N,37.65,22.19,FALSE,FALSE
2022,General,150,Swanson,R,Y,60.7,Brown Daniel,D,N,39.3,21.4,FALSE,FALSE
2022,House District 147,147,Jones,D,N,52.3,Keys Bess,D,N,47.7,4.6,TRUE,TRUE
2022,Republican Primary,1,VanDeaver,R,Y,62.86,Lavender,R,N,28.97,33.89,FALSE,FALSE
2022,Republican Primary,2,Slaton,R,Y,82.34,Bostick,R,N,17.66,64.68,FALSE,FALSE
2022,Republican Primary,3,Bell,R,Y,67.19,McDonald,R,N,32.81,34.38,FALSE,FALSE
2022,Republican Primary,5,Hefner,R,Y,80.95,Collier,R,N,19.05,61.9,FALSE,FALSE
2022,Republican Primary,6,Schaefer,R,Y,88.88,Turner,R,N,11.12,77.76,FALSE,FALSE
2022,Republican Primary,11,Clardy,R,Y,52.76,Hale,R,N,20.83,31.93,FALSE,FALSE
2022,Republican Primary,12,Kacal,R,Y,46.96,Bius,R,N,41.81,5.15,FALSE,TRUE
2022,Republican Primary,13,Orr,R,N,51.28,Wilson,R,N,48.72,2.56,TRUE,TRUE
2022,Republican Primary,14,Raney,R,Y,57.2,Slocum,R,N,42.8,14.4,FALSE,FALSE
2022,Republican Primary,15,Toth,R,Y,69.22,Blair,R,N,30.78,38.44,FALSE,FALSE
2022,Republican Primary,17,Gerdes,R,N,29.97,Pape,R,N,27.73,2.24,TRUE,TRUE
2022,Republican Primary,18,Bailes,R,Y,56.18,Holt,R,N,26.43,29.75,FALSE,FALSE
2022,Republican Primary,19,Troxclair,R,N,38.24,Berry,R,N,35.44,2.8,TRUE,TRUE
2022,Republican Primary,23,Gurski,R,N,31.39,Leo-Wilson,R,N,28.12,3.27,TRUE,TRUE
2022,Republican Primary,28,Gates,R,Y,75.23,Boettcher,R,N,24.77,50.46,FALSE,FALSE
2022,Republican Primary,31,Guillen,R,Y,56.64,Monreal,R,N,34.08,22.56,FALSE,FALSE
2022,Republican Primary,33,Holland,R,Y,69.23,London,R,N,25.84,43.39,FALSE,FALSE
2022,Republican Primary,34,Vaughn,R,N,72.25,Hernandez,R,N,27.75,44.5,FALSE,FALSE
2022,Republican Primary,37,Lopez,R,N,69.35,Rivera,R,N,30.65,38.7,FALSE,FALSE
2022,Republican Primary,52,McGuinness,R,N,35.12,Harris,R,N,31.37,3.75,TRUE,TRUE
2022,Republican Primary,53,Murr,R,Y,63.34,Virdell,R,N,36.66,26.68,FALSE,FALSE
2022,Republican Primary,57,Hayes,R,N,57.5,Poole,R,N,28.66,28.84,FALSE,FALSE
2022,Republican Primary,60,Rogers,R,Y,43.71,Olcott,R,N,36.06,7.65,FALSE,TRUE
2022,Republican Primary,61,Frazier,R,N,42.33,Chabot,R,N,36.61,5.72,FALSE,TRUE
2022,Republican Primary,62,Smith,R,Y,58.7,Luther,R,N,41.3,17.4,FALSE,FALSE
2022,Republican Primary,63,Bumgarner,R,N,29,Younger,R,N,27.51,1.49,TRUE,TRUE
2022,Republican Primary,64,Stucky,R,Y,50.24,Hopper,R,N,49.76,0.48,TRUE,TRUE
2022,Republican Primary,65,Thimesch,R,N,59.73,Inge,R,N,26.32,33.41,FALSE,FALSE
2022,Republican Primary,67,Leach,R,Y,76.87,Schmoker,R,N,23.13,53.74,FALSE,FALSE
2022,Republican Primary,68,Spiller,R,Y,69.81,Middleton,R,N,13.47,56.34,FALSE,FALSE
2022,Republican Primary,70,Jolly,R,N,38.05,Bowlin,R,N,31.98,6.07,FALSE,TRUE
2022,Republican Primary,71,Lambert,R,Y,75.61,Weatherby,R,N,24.39,51.22,FALSE,FALSE
2022,Republican Primary,73,Casteel,R,N,45.72,Isaac,R,N,44.68,1.04,TRUE,TRUE
2022,Republican Primary,76,Mathews,R,N,51.58,Cherivirala,R,N,26.55,25.03,FALSE,FALSE
2022,Republican Primary,81,Landgraf,R,Y,79.96,Gray,R,N,20.04,59.92,FALSE,FALSE
2022,Republican Primary,83,Burrows,R,Y,82.54,Jordan,R,N,17.46,65.08,FALSE,FALSE
2022,Republican Primary,84,Glasheen,R,N,41.88,Tepper,R,N,40.19,1.69,TRUE,TRUE
2022,Republican Primary,85,Stephenson,R,Y,40.03,Kitzman,R,N,34.49,5.54,FALSE,TRUE
2022,Republican Primary,88,King,R,Y,64.73,Hutto,R,N,35.27,29.46,FALSE,FALSE
2022,Republican Primary,91,Klick,R,Y,49.01,Lowe,R,N,39.02,9.99,FALSE,TRUE
2022,Republican Primary,93,Schatzline,R,N,43.49,Hill,R,N,36.62,6.87,FALSE,TRUE
2022,Republican Primary,98,Capriglione,R,Y,68.08,Ryan,R,N,31.92,36.16,FALSE,FALSE
2022,Republican Primary,105,Meagher,R,N,63.85,Hernandez,R,N,36.15,27.7,FALSE,FALSE
2022,Republican Primary,121,Allison,R,Y,84.06,Champion,R,N,15.94,68.12,FALSE,FALSE
2022,Republican Primary,122,Chan,R,N,37.06,Dorazio,R,N,27.45,9.61,FALSE,TRUE
2022,Republican Primary,127,Cunningham,R,N,79.28,Robertson,R,N,20.72,58.56,FALSE,FALSE
2022,Republican Primary,132,Schofield,R,Y,91.51,Le,R,N,8.49,83.02,FALSE,FALSE
2022,Republican Primary,133,Barineau,R,N,28.39,DeAyala,R,N,27.08,1.31,TRUE,TRUE
2022,Republican Primary,134,McConnico,R,N,75.43,Dominguez,R,N,24.57,50.86,FALSE,FALSE
2022,Republican Primary,135,Hagerty,R,N,51.41,May,R,N,48.59,2.82,TRUE,TRUE
2022,Republican Primary,136,Evans,R,N,83.73,Salahuddin,R,N,16.27,67.46,FALSE,FALSE
2022,Republican Primary,138,Hull,R,Y,64.44,Flynn,R,N,19.39,45.05,FALSE,FALSE
2022,Republican Primary,147,Jones,R,N,53.65,Baylor,R,N,46.35,7.3,FALSE,TRUE
2022,Republican Primary,150,Swanson,R,Y,68.49,Riddle,R,N,25.32,43.17,FALSE,FALSE
2022,Republican Runoff,12,Kacal,R,Y,57.91,Bius,R,N,42.09,15.82,FALSE,FALSE
2022,Republican Runoff,17,Gerdes,R,N,51.24,Pape,R,N,48.76,2.48,TRUE,TRUE
2022,Republican Runoff,19,Troxclair,R,N,56.51,Berry,R,N,43.49,13.02,FALSE,FALSE
2022,Republican Runoff,23,Leo-Wilson,R,N,57.67,Gurski,R,N,42.33,15.34,FALSE,FALSE
2022,Republican Runoff,52,Harris,R,N,50.56,McGuinness,R,N,49.44,1.12,TRUE,TRUE
2022,Republican Runoff,60,Rogers,R,Y,50.8,Olcott,R,N,49.2,1.6,TRUE,TRUE
2022,Republican Runoff,61,Frazier,R,N,63.91,Chabot,R,N,36.09,27.82,FALSE,FALSE
2022,Republican Runoff,63,Bumgarner,R,N,62.23,Younger,R,N,37.77,24.46,FALSE,FALSE
2022,Republican Runoff,70,Jolly,R,N,52.12,Bowlin,R,N,47.88,4.24,TRUE,TRUE
2022,Republican Runoff,73,Isaac,R,N,50.61,Casteel,R,N,49.39,1.22,TRUE,TRUE
2022,Republican Runoff,84,Tepper,R,N,58.94,Glasheen,R,N,41.06,17.88,FALSE,FALSE
2022,Republican Runoff,85,Kitzman,R,N,57.97,Stephenson,R,Y,42.03,15.94,FALSE,FALSE
2022,Republican Runoff,91,Klick,R,Y,54.34,Lowe,R,N,45.66,8.68,FALSE,TRUE
2022,Republican Runoff,93,Schatzline,R,N,64.97,Hill,R,N,35.03,29.94,FALSE,FALSE
2022,Republican Runoff,122,Dorazio,R,N,54.94,Chan,R,N,45.06,9.88,FALSE,TRUE
2022,Republican Runoff,133,DeAyala,R,N,51.09,Barineau,R,N,48.91,2.18,TRUE,TRUE
2024,Democratic Primary,19,Handley,D,N,57.16,Vance,D,N,42.84,14.32,FALSE,FALSE
2024,Democratic Primary,22,Manuel,D,Y,73.52,Price,D,N,22.45,51.07,FALSE,FALSE
2024,Democratic Primary,27,Reynolds,D,Y,85.56,Carreon,D,N,14.44,71.12,FALSE,FALSE
2024,Democratic Primary,28,Rocha,D,N,57,Adriatico,D,N,43,14,FALSE,FALSE
2024,Democratic Primary,34,Ortiz,D,N,72.97,Berrera,D,N,27.03,45.94,FALSE,FALSE
2024,Democratic Primary,37,Cortez,D,N,32.48,Gracia,D,N,25.43,7.05,FALSE,TRUE
2024,Democratic Primary,45,Zwiener,D,Y,70.98,Pastrano,D,N,29.02,41.96,FALSE,FALSE
2024,Democratic Primary,50,Talarico,D,Y,84.43,Boynton,D,N,15.57,68.86,FALSE,FALSE
2024,Democratic Primary,52,Birkholz,D,N,50.8,Carroll,D,N,49.2,1.6,TRUE,TRUE
2024,Democratic Primary,63,Beckley,D,N,66.37,Wooten,D,N,33.63,32.74,FALSE,FALSE
2024,Democratic Primary,67,Washington,D,N,65.88,Nunn,D,N,34.12,31.76,FALSE,FALSE
2024,Democratic Primary,76,Lalani,D,Y,63.47,Johnson,D,N,36.53,26.94,FALSE,FALSE
2024,Democratic Primary,77,Perez,D,N,37.97,Chavez,D,N,32.18,5.79,FALSE,TRUE
2024,Democratic Primary,80,Castellano,D,N,27.05,Cuellar,D,N,25.5,1.55,TRUE,TRUE
2024,Democratic Primary,97,Symons,D,N,44.12,Walker,D,N,34.63,9.49,FALSE,TRUE
2024,Democratic Primary,100,Jones,D,Y,50.66,Caraway,D,N,25.81,24.85,FALSE,FALSE
2024,Democratic Primary,108,Ginsberg,D,N,58.91,Simon,D,N,41.09,17.82,FALSE,FALSE
2024,Democratic Primary,109,Davis,D,N,61.9,Walton,D,N,38.1,23.8,FALSE,FALSE
2024,Democratic Primary,115,Garcia Hernandez,D,N,58.4,Rumsey,D,N,30.53,27.87,FALSE,FALSE
2024,Democratic Primary,118,Carranza,D,N,63.14,Quezada,D,N,36.86,26.28,FALSE,FALSE
2024,Democratic Primary,119,Campos,D,Y,83.52,Fuentes,D,N,16.48,67.04,FALSE,FALSE
2024,Democratic Primary,121,Swift,D,N,72.88,Sinha,D,N,27.12,45.76,FALSE,FALSE
2024,Democratic Primary,125,Lopez,D,Y,67.59,Garza,D,N,32.41,35.18,FALSE,FALSE
2024,Democratic Primary,130,Robinson,D,N,59.66,Arturo,D,N,40.34,19.32,FALSE,FALSE
2024,Democratic Primary,131,Allen,D,Y,58.78,Guillory,D,N,23.99,34.79,FALSE,FALSE
